date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
1/3/2015,Quarter1,sweing,Saturday,2,0.75,19.87,944.0,6600.0,45.0,0.0,0,0,55.0,0.750243
1/3/2015,Quarter1,finishing ,Saturday,10,0.7,4.15,,960.0,0.0,0.0,0,0,8.0,0.701812
1/3/2015,Quarter1,sweing,Saturday,4,0.7,23.69,544.0,13800.0,0.0,0.0,0,0,60.0,0.700134
1/3/2015,Quarter1,sweing,Saturday,9,0.7,28.08,1072.0,6900.0,40.0,0.0,0,0,57.5,0.699965
1/3/2015,Quarter1,finishing ,Saturday,8,0.8,2.9,,960.0,0.0,0.0,0,0,8.0,0.628333
1/3/2015,Quarter1,finishing ,Saturday,7,0.8,3.94,,960.0,0.0,0.0,0,0,8.0,0.625313
1/4/2015,Quarter1,finishing ,Sunday,3,0.75,4.15,,1560.0,0.0,0.0,0,0,8.0,0.991389
1/4/2015,Quarter1,finishing ,Sunday,9,0.8,3.94,,960.0,0.0,0.0,0,0,8.0,0.931646
1/4/2015,Quarter1,finishing ,Sunday,1,0.8,3.94,,960.0,0.0,0.0,0,0,8.0,0.915229
1/4/2015,Quarter1,sweing,Sunday,6,0.8,11.61,539.0,6975.0,50.0,0.0,0,0,31.0,0.879714
1/4/2015,Quarter1,finishing ,Sunday,4,0.8,3.94,,6600.0,0.0,0.0,0,0,20.0,0.861679
1/4/2015,Quarter1,sweing,Sunday,9,0.8,26.16,1278.0,7080.0,60.0,0.0,0,0,59.0,0.850569
1/4/2015,Quarter1,sweing,Sunday,7,0.8,25.9,1227.0,7020.0,60.0,0.0,0,0,56.5,0.850436
1/4/2015,Quarter1,sweing,Sunday,8,0.8,25.9,1039.0,6780.0,45.0,0.0,0,0,56.5,0.850345
1/4/2015,Quarter1,sweing,Sunday,4,0.8,28.08,878.0,4260.0,50.0,0.0,0,0,55.5,0.800598
1/4/2015,Quarter1,sweing,Sunday,1,0.8,26.16,1033.0,7080.0,63.0,0.0,0,0,59.0,0.800319
1/4/2015,Quarter1,sweing,Sunday,2,0.8,28.08,782.0,6660.0,50.0,0.0,0,0,55.5,0.800238
1/4/2015,Quarter1,sweing,Sunday,12,0.8,11.61,1216.0,6975.0,50.0,0.0,0,0,31.0,0.80003
1/4/2015,Quarter1,finishing ,Sunday,2,0.8,3.94,,960.0,0.0,0.0,0,0,8.0,0.792104
1/4/2015,Quarter1,finishing ,Sunday,10,0.7,3.94,,4320.0,0.0,0.0,0,0,18.0,0.759228
1/4/2015,Quarter1,sweing,Sunday,11,0.75,19.31,513.0,6480.0,45.0,0.0,0,0,54.0,0.750348
1/4/2015,Quarter1,sweing,Sunday,3,0.75,19.87,734.0,6600.0,45.0,0.0,0,0,55.0,0.750243
1/4/2015,Quarter1,sweing,Sunday,10,0.7,28.08,1202.0,6900.0,40.0,0.0,0,0,57.5,0.699965
1/4/2015,Quarter1,finishing ,Sunday,8,0.8,2.9,,960.0,0.0,0.0,0,0,8.0,0.682708
1/4/2015,Quarter1,finishing ,Sunday,7,0.8,2.9,,960.0,0.0,0.0,0,0,8.0,0.667604
1/4/2015,Quarter1,sweing,Sunday,5,0.7,45.67,884.0,6960.0,26.0,0.0,0,0,58.0,0.603432
1/4/2015,Quarter1,finishing ,Sunday,11,0.75,4.15,,960.0,0.0,0.0,0,0,8.0,0.345833
1/5/2015,Quarter1,finishing ,Monday,1,0.8,3.94,,1920.0,0.0,0.0,0,0,8.0,0.961059
1/5/2015,Quarter1,finishing ,Monday,11,0.8,3.94,,2400.0,0.0,0.0,0,0,10.0,0.939514
1/5/2015,Quarter1,finishing ,Monday,4,0.8,3.94,,3840.0,0.0,0.0,0,0,16.0,0.893663
1/5/2015,Quarter1,finishing ,Monday,3,0.75,4.15,,1920.0,0.0,0.0,0,0,8.0,0.875391
1/5/2015,Quarter1,sweing,Monday,9,0.8,26.16,1227.0,7080.0,75.0,0.0,0,0,59.0,0.850569
1/5/2015,Quarter1,finishing ,Monday,9,0.8,2.9,,1920.0,0.0,0.0,0,0,8.0,0.820833
1/5/2015,Quarter1,finishing ,Monday,2,0.8,3.94,,960.0,0.0,0.0,0,0,8.0,0.804417
1/5/2015,Quarter1,sweing,Monday,7,0.8,25.9,1255.0,6780.0,50.0,0.0,0,0,56.5,0.800684
1/5/2015,Quarter1,sweing,Monday,8,0.8,25.9,1047.0,6780.0,38.0,0.0,0,0,56.5,0.800684
1/5/2015,Quarter1,sweing,Monday,1,0.8,26.16,1138.0,7080.0,63.0,0.0,0,0,59.0,0.800319
1/5/2015,Quarter1,sweing,Monday,11,0.8,19.31,678.0,4800.0,50.0,0.0,0,0,55.0,0.800251
1/5/2015,Quarter1,sweing,Monday,6,0.8,11.61,712.0,7200.0,50.0,0.0,0,0,32.0,0.800246
1/5/2015,Quarter1,sweing,Monday,12,0.8,11.61,1037.0,7200.0,50.0,0.0,0,0,32.0,0.800246
1/5/2015,Quarter1,sweing,Monday,2,0.8,28.08,757.0,6900.0,50.0,0.0,0,0,57.5,0.800077
1/5/2015,Quarter1,sweing,Monday,4,0.8,28.08,759.0,6900.0,50.0,0.0,0,0,57.5,0.800077
1/5/2015,Quarter1,finishing ,Monday,10,0.75,2.9,,960.0,0.0,0.0,0,0,8.0,0.763375
1/5/2015,Quarter1,finishing ,Monday,5,0.6,2.9,,960.0,0.0,0.0,0,0,8.0,0.759271
1/5/2015,Quarter1,sweing,Monday,10,0.75,28.08,1083.0,7020.0,45.0,0.0,0,0,58.5,0.7504
1/5/2015,Quarter1,sweing,Monday,3,0.75,19.87,944.0,6600.0,45.0,0.0,0,0,55.0,0.750243
1/5/2015,Quarter1,finishing ,Monday,7,0.8,3.94,,960.0,0.0,0.0,0,0,8.0,0.676667
1/5/2015,Quarter1,finishing ,Monday,8,0.8,2.9,,960.0,0.0,0.0,0,0,8.0,0.664583
1/5/2015,Quarter1,sweing,Monday,5,0.6,21.98,666.0,6960.0,23.0,0.0,0,0,58.0,0.600029
1/6/2015,Quarter1,finishing ,Tuesday,4,0.8,3.94,,4440.0,0.0,0.0,0,0,18.0,0.966781
1/6/2015,Quarter1,finishing ,Tuesday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.936496
1/6/2015,Quarter1,finishing ,Tuesday,3,0.75,4.15,,1800.0,0.0,0.0,0,0,10.0,0.899167
1/6/2015,Quarter1,finishing ,Tuesday,11,0.8,4.15,,2700.0,0.0,0.0,0,0,15.0,0.888687
1/6/2015,Quarter1,finishing ,Tuesday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/6/2015,Quarter1,sweing,Tuesday,1,0.8,26.16,1187.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/6/2015,Quarter1,sweing,Tuesday,9,0.8,26.16,1305.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/6/2015,Quarter1,finishing ,Tuesday,10,0.75,3.94,,1440.0,0.0,0.0,0,0,8.0,0.80964
1/6/2015,Quarter1,finishing ,Tuesday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.805909
1/6/2015,Quarter1,sweing,Tuesday,2,0.8,28.08,716.0,10350.0,50.0,0.0,0,0,57.5,0.800594
1/6/2015,Quarter1,sweing,Tuesday,4,0.8,28.08,925.0,10350.0,50.0,0.0,0,0,57.5,0.800594
1/6/2015,Quarter1,sweing,Tuesday,3,0.8,19.87,963.0,9900.0,50.0,0.0,0,0,55.0,0.800274
1/6/2015,Quarter1,sweing,Tuesday,12,0.8,11.61,1101.0,5310.0,50.0,0.0,0,0,31.5,0.800141
1/6/2015,Quarter1,sweing,Tuesday,7,0.8,25.9,1035.0,10170.0,38.0,0.0,0,0,56.5,0.800129
1/6/2015,Quarter1,sweing,Tuesday,8,0.8,25.9,1083.0,10170.0,38.0,0.0,0,0,56.5,0.800129
1/6/2015,Quarter1,sweing,Tuesday,6,0.8,11.61,910.0,4470.0,38.0,0.0,0,0,31.5,0.800077
1/6/2015,Quarter1,sweing,Tuesday,10,0.75,28.08,1209.0,10530.0,45.0,0.0,0,0,58.5,0.750545
1/6/2015,Quarter1,sweing,Tuesday,11,0.75,19.31,590.0,9900.0,45.0,0.0,0,0,55.0,0.750058
1/6/2015,Quarter1,finishing ,Tuesday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.681061
1/6/2015,Quarter1,sweing,Tuesday,5,0.65,21.98,808.0,10440.0,35.0,0.0,0,0,58.0,0.649983
1/6/2015,Quarter1,finishing ,Tuesday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.61625
1/7/2015,Quarter1,finishing ,Wednesday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.95142
1/7/2015,Quarter1,finishing ,Wednesday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.88053
1/7/2015,Quarter1,sweing,Wednesday,1,0.8,26.16,1179.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/7/2015,Quarter1,sweing,Wednesday,9,0.8,26.16,1324.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/7/2015,Quarter1,sweing,Wednesday,8,0.8,25.9,1135.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/7/2015,Quarter1,finishing ,Wednesday,3,0.75,4.15,,2700.0,0.0,0.0,0,0,15.0,0.83
1/7/2015,Quarter1,finishing ,Wednesday,4,0.8,3.94,,4440.0,0.0,0.0,0,0,18.0,0.827187
1/7/2015,Quarter1,finishing ,Wednesday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.813371
1/7/2015,Quarter1,finishing ,Wednesday,10,0.75,3.94,,1440.0,0.0,0.0,0,0,8.0,0.805909
1/7/2015,Quarter1,finishing ,Wednesday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.80464
1/7/2015,Quarter1,sweing,Wednesday,2,0.8,28.08,776.0,10350.0,63.0,0.0,0,0,57.5,0.800594
1/7/2015,Quarter1,sweing,Wednesday,4,0.8,28.08,990.0,10350.0,50.0,0.0,0,0,57.5,0.800594
1/7/2015,Quarter1,sweing,Wednesday,6,0.8,11.41,986.0,5490.0,50.0,0.0,0,0,30.5,0.800344
1/7/2015,Quarter1,sweing,Wednesday,3,0.8,19.87,924.0,9900.0,50.0,0.0,0,0,55.0,0.800274
1/7/2015,Quarter1,sweing,Wednesday,12,0.8,11.61,1120.0,5670.0,50.0,0.0,0,0,31.5,0.800247
1/7/2015,Quarter1,sweing,Wednesday,7,0.8,25.9,1066.0,10170.0,50.0,0.0,0,0,56.5,0.800129
1/7/2015,Quarter1,sweing,Wednesday,10,0.75,28.08,1144.0,10530.0,69.0,0.0,0,0,58.5,0.8
1/7/2015,Quarter1,sweing,Wednesday,5,0.7,21.98,413.0,9720.0,40.0,0.0,0,0,58.0,0.700481
1/7/2015,Quarter1,finishing ,Wednesday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.681061
1/7/2015,Quarter1,finishing ,Wednesday,6,0.8,2.9,,1800.0,0.0,0.0,0,0,10.0,0.666515
1/7/2015,Quarter1,sweing,Wednesday,11,0.8,31.83,568.0,9900.0,40.0,0.0,0,0,55.0,0.41212
1/7/2015,Quarter1,finishing ,Wednesday,5,0.7,4.15,,1440.0,0.0,0.0,0,0,8.0,0.330114
1/8/2015,Quarter2,finishing ,Thursday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.947689
1/8/2015,Quarter2,finishing ,Thursday,4,0.8,3.94,,12600.0,0.0,0.0,0,0,20.0,0.919905
1/8/2015,Quarter2,sweing,Thursday,9,0.8,26.16,1216.0,10620.0,88.0,0.0,0,0,59.0,0.900216
1/8/2015,Quarter2,finishing ,Thursday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.891723
1/8/2015,Quarter2,sweing,Thursday,1,0.8,26.16,1189.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/8/2015,Quarter2,sweing,Thursday,4,0.8,28.08,942.0,10530.0,75.0,0.0,0,0,58.5,0.850182
1/8/2015,Quarter2,sweing,Thursday,7,0.8,25.9,1050.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/8/2015,Quarter2,sweing,Thursday,8,0.8,25.9,1026.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/8/2015,Quarter2,finishing ,Thursday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.835758
1/8/2015,Quarter2,finishing ,Thursday,5,0.7,4.15,,3840.0,0.0,0.0,0,0,8.0,0.821354
1/8/2015,Quarter2,sweing,Thursday,2,0.8,28.08,783.0,10050.0,63.0,0.0,0,0,58.5,0.800497
1/8/2015,Quarter2,sweing,Thursday,3,0.8,19.87,857.0,9900.0,50.0,0.0,0,0,55.0,0.800274
1/8/2015,Quarter2,sweing,Thursday,12,0.8,11.61,548.0,15120.0,63.0,0.0,0,0,31.5,0.800107
1/8/2015,Quarter2,sweing,Thursday,6,0.8,11.41,411.0,14640.0,50.0,0.0,0,0,30.5,0.800025
1/8/2015,Quarter2,sweing,Thursday,10,0.75,28.08,1066.0,10530.0,69.0,0.0,0,0,58.5,0.8
1/8/2015,Quarter2,finishing ,Thursday,10,0.75,3.94,,1440.0,0.0,0.0,0,0,8.0,0.779792
1/8/2015,Quarter2,finishing ,Thursday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.735985
1/8/2015,Quarter2,finishing ,Thursday,3,0.75,4.15,,2160.0,0.0,0.0,0,0,12.0,0.712626
1/8/2015,Quarter2,finishing ,Thursday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.681061
1/8/2015,Quarter2,finishing ,Thursday,11,0.8,4.15,,900.0,0.0,0.0,0,0,5.0,0.515606
1/8/2015,Quarter2,sweing,Thursday,11,0.35,12.52,287.0,25920.0,38.0,0.0,0,0,54.0,0.349951
1/8/2015,Quarter2,sweing,Thursday,5,0.7,42.41,724.0,10260.0,0.0,0.0,0,0,57.0,0.233705
1/10/2015,Quarter2,finishing ,Saturday,1,0.8,3.94,,2160.0,0.0,0.0,0,0,8.0,0.985
1/10/2015,Quarter2,finishing ,Saturday,3,0.75,4.15,,2760.0,0.0,0.0,0,0,12.0,0.93034
1/10/2015,Quarter2,finishing ,Saturday,4,0.8,3.94,,6000.0,0.0,0.0,0,0,20.0,0.91159
1/10/2015,Quarter2,finishing ,Saturday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/10/2015,Quarter2,sweing,Saturday,9,0.8,26.16,1122.0,10620.0,75.0,0.0,0,0,59.0,0.851174
1/10/2015,Quarter2,sweing,Saturday,7,0.8,25.9,970.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/10/2015,Quarter2,sweing,Saturday,8,0.8,25.9,1158.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/10/2015,Quarter2,finishing ,Saturday,10,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.846951
1/10/2015,Quarter2,finishing ,Saturday,11,0.8,4.15,,1440.0,0.0,0.0,0,0,8.0,0.817424
1/10/2015,Quarter2,finishing ,Saturday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.817102
1/10/2015,Quarter2,sweing,Saturday,4,0.8,28.08,660.0,10440.0,63.0,0.0,0,0,58.0,0.801028
1/10/2015,Quarter2,sweing,Saturday,2,0.8,28.08,749.0,10350.0,63.0,0.0,0,0,57.5,0.800594
1/10/2015,Quarter2,sweing,Saturday,12,0.8,11.61,893.0,4710.0,50.0,0.0,0,0,31.5,0.800346
1/10/2015,Quarter2,sweing,Saturday,6,0.8,11.41,887.0,5490.0,50.0,0.0,0,0,30.5,0.800344
1/10/2015,Quarter2,sweing,Saturday,1,0.8,26.16,1335.0,10620.0,63.0,0.0,0,0,59.0,0.800117
1/10/2015,Quarter2,sweing,Saturday,10,0.8,28.08,1082.0,10530.0,63.0,0.0,0,0,58.5,0.8
1/10/2015,Quarter2,sweing,Saturday,3,0.75,19.87,1075.0,7080.0,45.0,0.0,0,0,56.0,0.750098
1/10/2015,Quarter2,sweing,Saturday,11,0.5,12.52,749.0,9540.0,38.0,0.0,0,0,53.0,0.673245
1/10/2015,Quarter2,finishing ,Saturday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.670076
1/10/2015,Quarter2,finishing ,Saturday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.628883
1/10/2015,Quarter2,sweing,Saturday,5,0.5,20.79,966.0,7680.0,0.0,0.0,0,0,56.0,0.388008
1/10/2015,Quarter2,finishing ,Saturday,5,0.5,4.15,,1440.0,0.0,0.0,0,0,8.0,0.337973
1/11/2015,Quarter2,finishing ,Sunday,3,0.75,4.15,,1440.0,0.0,0.0,0,0,8.0,0.935322
1/11/2015,Quarter2,finishing ,Sunday,4,0.8,3.94,,3600.0,0.0,0.0,0,0,20.0,0.925644
1/11/2015,Quarter2,sweing,Sunday,9,0.8,26.16,1095.0,10620.0,88.0,0.0,0,0,59.0,0.900216
1/11/2015,Quarter2,finishing ,Sunday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.873068
1/11/2015,Quarter2,finishing ,Sunday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/11/2015,Quarter2,sweing,Sunday,1,0.8,26.16,1383.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/11/2015,Quarter2,sweing,Sunday,7,0.8,25.9,1012.0,10170.0,45.0,0.0,0,0,56.5,0.850137
1/11/2015,Quarter2,sweing,Sunday,8,0.8,25.9,1209.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/11/2015,Quarter2,finishing ,Sunday,10,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.828295
1/11/2015,Quarter2,finishing ,Sunday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.820833
1/11/2015,Quarter2,sweing,Sunday,6,0.8,11.41,887.0,5490.0,50.0,0.0,0,0,30.5,0.800344
1/11/2015,Quarter2,sweing,Sunday,12,0.8,11.61,896.0,5670.0,50.0,0.0,0,0,31.5,0.800247
1/11/2015,Quarter2,sweing,Sunday,2,0.8,28.08,805.0,10530.0,63.0,0.0,0,0,58.5,0.8
1/11/2015,Quarter2,sweing,Sunday,10,0.8,28.08,762.0,10530.0,38.0,0.0,0,0,58.5,0.8
1/11/2015,Quarter2,sweing,Sunday,3,0.8,19.87,1043.0,6420.0,0.0,0.0,0,0,55.0,0.690183
1/11/2015,Quarter2,finishing ,Sunday,11,0.8,4.15,,1440.0,0.0,0.0,0,0,8.0,0.668087
1/11/2015,Quarter2,finishing ,Sunday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.653598
1/11/2015,Quarter2,finishing ,Sunday,5,0.5,4.15,,1440.0,0.0,0.0,0,0,8.0,0.609138
1/11/2015,Quarter2,sweing,Sunday,11,0.6,12.52,831.0,9540.0,30.0,0.0,0,0,53.0,0.60023
1/11/2015,Quarter2,finishing ,Sunday,6,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.597348
1/11/2015,Quarter2,finishing ,Sunday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.590436
1/11/2015,Quarter2,sweing,Sunday,4,0.8,50.48,562.0,10440.0,0.0,0.0,0,0,58.0,0.473135
1/11/2015,Quarter2,sweing,Sunday,5,0.6,20.79,1208.0,7980.0,0.0,0.0,0,0,57.0,0.45298
1/12/2015,Quarter2,finishing ,Monday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.955152
1/12/2015,Quarter2,finishing ,Monday,4,0.35,4.3,,3240.0,0.0,0.0,0,0,18.0,0.942214
1/12/2015,Quarter2,finishing ,Monday,3,0.8,4.15,,1800.0,0.0,0.0,0,0,10.0,0.905455
1/12/2015,Quarter2,finishing ,Monday,2,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.88053
1/12/2015,Quarter2,finishing ,Monday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/12/2015,Quarter2,sweing,Monday,1,0.8,26.16,1099.0,8220.0,75.0,0.0,0,0,59.0,0.850522
1/12/2015,Quarter2,sweing,Monday,9,0.8,26.16,1093.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/12/2015,Quarter2,sweing,Monday,7,0.8,25.9,1031.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/12/2015,Quarter2,sweing,Monday,8,0.8,25.9,1233.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/12/2015,Quarter2,finishing ,Monday,6,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.817424
1/12/2015,Quarter2,finishing ,Monday,5,0.65,4.15,,1440.0,0.0,0.0,0,0,8.0,0.809564
1/12/2015,Quarter2,sweing,Monday,3,0.8,19.87,941.0,9900.0,0.0,0.0,0,0,55.0,0.800274
1/12/2015,Quarter2,sweing,Monday,6,0.8,11.41,843.0,5670.0,50.0,0.0,0,0,31.5,0.800182
1/12/2015,Quarter2,sweing,Monday,12,0.8,11.61,760.0,4470.0,50.0,0.0,0,0,31.5,0.800077
1/12/2015,Quarter2,sweing,Monday,2,0.8,28.08,737.0,10530.0,63.0,0.0,0,0,58.5,0.8
1/12/2015,Quarter2,finishing ,Monday,8,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.725
1/12/2015,Quarter2,sweing,Monday,10,0.8,50.48,381.0,6930.0,45.0,0.0,0,0,58.5,0.688558
1/12/2015,Quarter2,sweing,Monday,5,0.65,20.79,1141.0,8460.0,0.0,0.0,0,0,59.0,0.650041
1/12/2015,Quarter2,sweing,Monday,11,0.65,12.52,1004.0,9540.0,44.0,0.0,0,0,53.0,0.649981
1/12/2015,Quarter2,finishing ,Monday,7,0.8,2.9,,1440.0,0.0,0.0,0,0,8.0,0.648106
1/12/2015,Quarter2,finishing ,Monday,11,0.8,4.15,,1440.0,0.0,0.0,0,0,8.0,0.640578
1/12/2015,Quarter2,sweing,Monday,4,0.35,22.4,581.0,7350.0,0.0,0.0,0,0,51.5,0.350633
1/12/2015,Quarter2,finishing ,Monday,10,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.24625
1/13/2015,Quarter2,finishing ,Tuesday,4,0.35,4.3,,2160.0,0.0,0.0,0,0,12.0,0.95202
1/13/2015,Quarter2,finishing ,Tuesday,1,0.8,3.94,,1440.0,0.0,0.0,0,0,2.0,0.95142
1/13/2015,Quarter2,finishing ,Tuesday,10,0.8,3.94,,5400.0,0.0,0.0,0,0,20.0,0.912767
1/13/2015,Quarter2,finishing ,Tuesday,3,0.8,4.15,,1620.0,0.0,0.0,0,0,9.0,0.901263
1/13/2015,Quarter2,finishing ,Tuesday,9,0.8,3.94,,1440.0,0.0,0.0,0,0,8.0,0.858144
1/13/2015,Quarter2,sweing,Tuesday,1,0.8,26.16,1073.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/13/2015,Quarter2,sweing,Tuesday,9,0.8,26.16,1156.0,10620.0,75.0,0.0,0,0,59.0,0.850502
1/13/2015,Quarter2,sweing,Tuesday,8,0.8,25.9,1211.0,10260.0,60.0,0.0,0,0,57.0,0.850253
1/13/2015,Quarter2,sweing,Tuesday,7,0.8,25.9,1126.0,10170.0,60.0,0.0,0,0,56.5,0.850137
1/13/2015,Quarter2,finishing ,Tuesday,5,0.65,4.15,,1440.0,0.0,0.0,0,0,8.0,0.821354
